member_id,membership_status,membership_date,membership_plan,membership_fee,gender,age_group,state,referral_source
220,new,2022-01-01,BASIC,53,Female,55-65,Enugu,Facebook
221,new,2020-07-01,PRO,65,Male,18-24,Portharcourt,Google Ads
221,upgrade,2021-10-01,MAX,109,Male,18-24,Portharcourt,Google Ads
222,new,2021-11-01,MAX,109,Male,55-65,Enugu,Tv
223,new,2021-10-01,MAX,109,Other,55-65,Abuja,Facebook
223,churn,2022-09-01,MAX,119,Other,55-65,Abuja,Facebook
224,new,2022-03-01,BASIC,53,Male,18-24,Abuja,Facebook
225,new,2021-11-01,BASIC,43,Male,18-24,Abuja,Google Ads
226,new,2022-02-01,MAX,119,Female,18-24,Lagos,Facebook
227,new,2022-04-01,BASIC,53,Male,25-34,Lagos,Google Ads
228,new,2022-07-01,MAX,119,Other,55-65,Lagos,Paid Search
229,new,2022-01-01,PRO,85,Female,55-65,Enugu,Google Ads
229,downgrade,2022-02-01,BASIC,53,Female,55-65,Enugu,Google Ads
230,new,2022-11-01,BASIC,53,Male,18-24,Enugu,Facebook
231,new,2022-11-01,BASIC,53,Female,18-24,Lagos,Facebook
232,new,2020-04-01,PRO,65,Female,35-44,Portharcourt,Paid Search
232,upgrade,2021-05-01,MAX,109,Female,35-44,Portharcourt,Paid Search
232,churn,2022-03-01,MAX,119,Female,35-44,Portharcourt,Paid Search
233,new,2022-08-01,BASIC,53,Male,45-54,Enugu,Google Ads
234,new,2020-10-01,PRO,65,Male,35-44,Abuja,Organic Search
234,downgrade,2022-01-01,BASIC,53,Male,35-44,Abuja,Organic Search
235,new,2020-11-01,PRO,65,Male,55-65,Lagos,Unknown
235,upgrade,2021-11-01,MAX,109,Male,55-65,Lagos,Unknown
236,new,2020-06-01,PRO,65,Male,35-44,Abuja,Google Ads
236,upgrade,2020-11-01,MAX,99,Male,35-44,Abuja,Google Ads
236,churn,2021-04-01,MAX,109,Male,35-44,Abuja,Google Ads
236,churn,2021-05-01,PRO,75,Male,35-44,Abuja,Google Ads
237,new,2020-07-01,MAX,99,Female,55-65,Portharcourt,Google Ads
237,downgrade,2021-08-01,PRO,75,Female,55-65,Portharcourt,Google Ads
238,new,2021-07-01,BASIC,43,Male,35-44,Abuja,Paid Search
239,new,2021-08-01,BASIC,43,Male,55-65,Portharcourt,Facebook
239,upgrade,2022-03-01,PRO,85,Male,55-65,Portharcourt,Facebook
240,new,2021-05-01,MAX,109,Female,45-54,Enugu,Google Ads
240,downgrade,2022-01-01,PRO,85,Female,45-54,Enugu,Google Ads
241,new,2020-01-01,BASIC,33,Male,18-24,Enugu,Organic Search
241,upgrade,2022-06-01,PRO,85,Male,18-24,Enugu,Organic Search
242,new,2021-12-01,BASIC,43,Male,18-24,Enugu,Google Ads
243,new,2020-10-01,PRO,65,Female,45-54,Portharcourt,Google Ads
243,downgrade,2021-06-01,BASIC,43,Female,45-54,Portharcourt,Google Ads
244,new,2022-03-01,BASIC,53,Female,18-24,Lagos,Google Ads
245,new,2020-02-01,PRO,65,Male,25-34,Enugu,Google Ads
245,upgrade,2022-06-01,MAX,119,Male,25-34,Enugu,Google Ads
246,new,2021-02-01,MAX,109,Other,55-65,Lagos,Google Ads
246,downgrade,2021-05-01,BASIC,43,Other,55-65,Lagos,Google Ads
247,new,2021-07-01,PRO,75,Female,55-65,Enugu,Organic Search
247,upgrade,2022-02-01,MAX,119,Female,55-65,Enugu,Organic Search
248,new,2020-07-01,PRO,65,Female,35-44,Portharcourt,Tv
248,downgrade,2020-12-01,BASIC,33,Female,35-44,Portharcourt,Tv
249,new,2021-08-01,BASIC,43,Male,18-24,Lagos,Paid Search
250,new,2020-05-01,PRO,65,Male,35-44,Lagos,Facebook
250,upgrade,2021-08-01,MAX,109,Male,35-44,Lagos,Facebook
251,new,2021-07-01,PRO,75,Other,35-44,Abuja,Organic Search
251,downgrade,2022-10-01,BASIC,53,Other,35-44,Abuja,Organic Search
252,new,2020-08-01,MAX,99,Female,35-44,Abuja,Google Ads
252,downgrade,2021-07-01,PRO,75,Female,35-44,Abuja,Google Ads
253,new,2021-05-01,MAX,109,Female,25-34,Abuja,Google Ads
253,downgrade,2022-05-01,BASIC,53,Female,25-34,Abuja,Google Ads
254,new,2020-10-01,BASIC,33,Male,18-24,Portharcourt,Bing
254,upgrade,2021-06-01,PRO,75,Male,18-24,Portharcourt,Bing
255,new,2020-12-01,PRO,65,Other,45-54,Enugu,Facebook
255,upgrade,2021-12-01,MAX,109,Other,45-54,Enugu,Facebook
256,new,2021-06-01,PRO,75,Female,35-44,Abuja,Google Ads
256,downgrade,2022-03-01,BASIC,53,Female,35-44,Abuja,Google Ads
256,churn,2022-07-01,BASIC,53,Female,35-44,Abuja,Google Ads
257,new,2020-09-01,PRO,65,Male,45-54,Abuja,Organic Search
257,downgrade,2021-07-01,BASIC,43,Male,45-54,Abuja,Organic Search
258,new,2020-08-01,BASIC,33,Other,18-24,Portharcourt,Google Ads
258,upgrade,2021-08-01,PRO,75,Other,18-24,Portharcourt,Google Ads
259,new,2021-09-01,PRO,75,Male,45-54,Enugu,Google Ads
259,upgrade,2022-01-01,MAX,119,Male,45-54,Enugu,Google Ads
260,new,2022-09-01,BASIC,53,Male,55-65,Enugu,Paid Search
261,new,2020-10-01,BASIC,33,Other,35-44,Portharcourt,Google Ads
262,new,2020-05-01,BASIC,33,Female,35-44,Enugu,Google Ads
262,upgrade,2021-04-01,PRO,75,Female,35-44,Enugu,Google Ads
263,new,2020-04-01,BASIC,33,Female,18-24,Portharcourt,Bing
263,churn,2020-12-01,BASIC,33,Female,18-24,Portharcourt,Bing
264,new,2020-01-01,BASIC,33,Female,18-24,Enugu,Organic Search
264,upgrade,2022-03-01,PRO,85,Female,18-24,Enugu,Organic Search
265,new,2020-11-01,BASIC,33,Female,25-34,Abuja,Google Ads
265,upgrade,2022-07-01,PRO,85,Female,25-34,Abuja,Google Ads
266,new,2022-03-01,PRO,85,Female,25-34,Enugu,Facebook
266,downgrade,2022-07-01,BASIC,53,Female,25-34,Enugu,Facebook
267,new,2020-03-01,MAX,99,Female,35-44,Abuja,Facebook
267,downgrade,2020-04-01,PRO,65,Female,35-44,Abuja,Facebook
267,churn,2020-10-01,PRO,65,Female,35-44,Abuja,Facebook
268,new,2020-08-01,BASIC,33,Male,25-34,Abuja,Facebook
268,churn,2021-02-01,BASIC,43,Male,25-34,Abuja,Facebook
269,new,2022-04-01,PRO,85,Female,35-44,Lagos,Facebook
270,new,2021-05-01,PRO,75,Female,25-34,Portharcourt,Paid Search
270,churn,2022-04-01,PRO,85,Female,25-34,Portharcourt,Paid Search
271,new,2021-07-01,BASIC,43,Female,35-44,Portharcourt,Google Ads
271,upgrade,2022-04-01,MAX,119,Female,35-44,Portharcourt,Google Ads
271,churn,2022-08-01,BASIC,53,Female,35-44,Portharcourt,Google Ads
272,new,2020-10-01,PRO,65,Female,25-34,Lagos,Paid Search
272,downgrade,2021-10-01,BASIC,43,Female,25-34,Lagos,Paid Search
273,new,2022-01-01,PRO,85,Male,55-65,Portharcourt,Paid Search
274,new,2020-04-01,PRO,65,Female,35-44,Lagos,Google Ads
274,churn,2021-02-01,PRO,75,Female,35-44,Lagos,Google Ads
275,new,2021-06-01,MAX,109,Female,45-54,Enugu,Facebook
275,downgrade,2022-01-01,BASIC,53,Female,45-54,Enugu,Facebook
276,new,2022-01-01,BASIC,53,Female,18-24,Abuja,Facebook
277,new,2020-04-01,MAX,99,Female,55-65,Abuja,Google Ads
277,downgrade,2021-06-01,BASIC,43,Female,55-65,Abuja,Google Ads
278,new,2022-01-01,PRO,85,Female,18-24,Lagos,Google Ads
278,downgrade,2022-11-01,BASIC,53,Female,18-24,Lagos,Google Ads
279,new,2020-09-01,BASIC,33,Female,45-54,Abuja,Unknown
279,upgrade,2022-06-01,MAX,119,Female,45-54,Abuja,Unknown
280,new,2021-09-01,BASIC,43,Female,25-34,Abuja,Google Ads
281,new,2020-04-01,PRO,65,Male,18-24,Enugu,Unknown
281,upgrade,2020-08-01,MAX,99,Male,18-24,Enugu,Unknown
282,new,2022-11-01,MAX,119,Female,25-34,Lagos,Google Ads
283,new,2022-08-01,BASIC,53,Male,55-65,Lagos,Facebook
284,new,2021-11-01,PRO,75,Male,18-24,Portharcourt,Facebook
284,downgrade,2022-06-01,BASIC,53,Male,18-24,Portharcourt,Facebook
285,new,2021-01-01,BASIC,43,Female,35-44,Portharcourt,Organic Search
285,upgrade,2022-04-01,PRO,85,Female,35-44,Portharcourt,Organic Search
285,churn,2022-08-01,PRO,85,Female,35-44,Portharcourt,Organic Search
286,new,2022-11-01,BASIC,53,Male,35-44,Abuja,Tv
287,new,2022-06-01,PRO,85,Female,18-24,Lagos,Google Ads
288,new,2021-07-01,PRO,75,Male,18-24,Enugu,Organic Search
288,upgrade,2022-01-01,MAX,119,Male,18-24,Enugu,Organic Search
289,new,2020-08-01,PRO,65,Male,45-54,Lagos,Facebook
289,churn,2021-06-01,PRO,75,Male,45-54,Lagos,Facebook
290,new,2022-01-01,MAX,119,Male,45-54,Lagos,Facebook
291,new,2022-12-01,MAX,119,Female,55-65,Abuja,Facebook
292,new,2020-05-01,BASIC,33,Male,55-65,Enugu,Facebook
293,new,2022-01-01,PRO,85,Male,25-34,Abuja,Facebook
293,upgrade,2022-07-01,MAX,119,Male,25-34,Abuja,Facebook
294,new,2021-04-01,PRO,75,Male,35-44,Lagos,Google Ads
294,upgrade,2022-03-01,MAX,119,Male,35-44,Lagos,Google Ads
294,churn,2022-04-01,PRO,85,Male,35-44,Lagos,Google Ads
295,new,2020-06-01,BASIC,33,Female,55-65,Enugu,Unknown
295,upgrade,2020-11-01,MAX,99,Female,55-65,Enugu,Unknown
296,new,2020-01-01,BASIC,33,Male,18-24,Portharcourt,Facebook
296,churn,2020-08-01,BASIC,33,Male,18-24,Portharcourt,Facebook
297,new,2022-09-01,BASIC,53,Male,25-34,Portharcourt,Unknown
298,new,2022-04-01,BASIC,53,Female,25-34,Lagos,Google Ads
299,new,2020-12-01,MAX,99,Female,45-54,Enugu,Google Ads
299,downgrade,2021-05-01,PRO,75,Female,45-54,Enugu,Google Ads
300,new,2020-08-01,PRO,65,Other,55-65,Portharcourt,Facebook
300,upgrade,2021-10-01,MAX,109,Other,55-65,Portharcourt,Facebook
301,new,2020-03-01,BASIC,33,Female,25-34,Portharcourt,Organic Search
301,upgrade,2022-11-01,MAX,119,Female,25-34,Portharcourt,Organic Search
302,new,2021-11-01,MAX,109,Female,55-65,Portharcourt,Bing
302,downgrade,2022-07-01,PRO,85,Female,55-65,Portharcourt,Bing
303,new,2020-11-01,BASIC,33,Female,55-65,Portharcourt,Facebook
303,churn,2021-02-01,BASIC,43,Female,55-65,Portharcourt,Facebook
303,upgrade,2021-05-01,MAX,109,Female,55-65,Portharcourt,Facebook
303,churn,2022-01-01,MAX,119,Female,55-65,Portharcourt,Facebook
304,new,2021-05-01,MAX,109,Female,18-24,Lagos,Unknown
305,new,2020-07-01,BASIC,33,Female,18-24,Lagos,Google Ads
305,upgrade,2020-10-01,MAX,99,Female,18-24,Lagos,Google Ads
306,new,2022-10-01,PRO,85,Male,55-65,Lagos,Paid Search
307,new,2020-08-01,PRO,65,Male,35-44,Lagos,Facebook
307,upgrade,2022-03-01,MAX,119,Male,35-44,Lagos,Facebook
308,new,2022-06-01,PRO,85,Female,25-34,Lagos,Organic Search
308,upgrade,2022-09-01,MAX,119,Female,25-34,Lagos,Organic Search
309,new,2020-02-01,MAX,99,Female,45-54,Enugu,Organic Search
309,downgrade,2020-10-01,BASIC,33,Female,45-54,Enugu,Organic Search
310,new,2020-06-01,PRO,65,Male,35-44,Portharcourt,Unknown
310,upgrade,2022-06-01,MAX,119,Male,35-44,Portharcourt,Unknown
310,churn,2022-10-01,MAX,119,Male,35-44,Portharcourt,Unknown
311,new,2021-06-01,PRO,75,Male,35-44,Enugu,Organic Search
311,downgrade,2022-05-01,BASIC,53,Male,35-44,Enugu,Organic Search
312,new,2021-06-01,PRO,75,Other,18-24,Portharcourt,Display
312,upgrade,2022-09-01,MAX,119,Other,18-24,Portharcourt,Display
313,new,2020-06-01,BASIC,33,Male,35-44,Enugu,Paid Search
313,upgrade,2022-03-01,MAX,119,Male,35-44,Enugu,Paid Search
314,new,2021-08-01,BASIC,43,Female,55-65,Abuja,Paid Search
314,churn,2021-11-01,BASIC,43,Female,55-65,Abuja,Paid Search
315,new,2021-05-01,PRO,75,Female,25-34,Lagos,Tv
315,downgrade,2021-08-01,BASIC,43,Female,25-34,Lagos,Tv
316,new,2021-12-01,BASIC,43,Male,45-54,Enugu,Paid Search
316,upgrade,2022-06-01,PRO,85,Male,45-54,Enugu,Paid Search
317,new,2020-05-01,BASIC,33,Female,55-65,Lagos,Facebook
317,upgrade,2021-07-01,MAX,109,Female,55-65,Lagos,Facebook
318,new,2021-11-01,MAX,109,Female,45-54,Enugu,Google Ads
318,downgrade,2022-05-01,BASIC,53,Female,45-54,Enugu,Google Ads
319,new,2022-09-01,BASIC,53,Female,55-65,Abuja,Google Ads
320,new,2022-05-01,PRO,85,Female,18-24,Abuja,Google Ads
320,downgrade,2022-06-01,BASIC,53,Female,18-24,Abuja,Google Ads
321,new,2020-09-01,BASIC,33,Female,35-44,Portharcourt,Google Ads
321,upgrade,2021-01-01,MAX,109,Female,35-44,Portharcourt,Google Ads
321,churn,2021-01-01,BASIC,43,Female,35-44,Portharcourt,Google Ads
321,churn,2022-01-01,MAX,119,Female,35-44,Portharcourt,Google Ads
322,new,2020-02-01,PRO,65,Female,18-24,Enugu,Facebook
322,upgrade,2021-02-01,MAX,109,Female,18-24,Enugu,Facebook
323,new,2020-08-01,PRO,65,Female,55-65,Enugu,Google Ads
323,upgrade,2022-01-01,MAX,119,Female,55-65,Enugu,Google Ads
324,new,2022-03-01,MAX,119,Male,55-65,Enugu,Facebook
325,new,2022-04-01,PRO,85,Female,35-44,Lagos,Display
326,new,2021-11-01,PRO,75,Female,18-24,Abuja,Facebook
326,upgrade,2022-02-01,MAX,119,Female,18-24,Abuja,Facebook
326,churn,2022-07-01,MAX,119,Female,18-24,Abuja,Facebook
327,new,2021-08-01,PRO,75,Female,55-65,Portharcourt,Unknown
327,downgrade,2021-11-01,BASIC,43,Female,55-65,Portharcourt,Unknown
328,new,2020-02-01,MAX,99,Other,35-44,Portharcourt,Organic Search
328,downgrade,2021-10-01,PRO,75,Other,35-44,Portharcourt,Organic Search
329,new,2021-09-01,BASIC,43,Male,18-24,Lagos,Display
329,churn,2022-03-01,BASIC,53,Male,18-24,Lagos,Display
330,new,2020-03-01,BASIC,33,Female,18-24,Portharcourt,Tv
330,upgrade,2021-10-01,MAX,109,Female,18-24,Portharcourt,Tv
330,churn,2022-06-01,MAX,119,Female,18-24,Portharcourt,Tv
331,new,2022-01-01,MAX,119,Female,45-54,Lagos,Paid Search
332,new,2020-05-01,PRO,65,Female,45-54,Lagos,Organic Search
332,upgrade,2022-04-01,MAX,119,Female,45-54,Lagos,Organic Search
333,new,2020-10-01,PRO,65,Female,45-54,Portharcourt,Bing
333,churn,2021-09-01,PRO,75,Female,45-54,Portharcourt,Bing
334,new,2021-01-01,PRO,75,Female,45-54,Enugu,Bing
334,downgrade,2021-11-01,BASIC,43,Female,45-54,Enugu,Bing
335,new,2020-06-01,MAX,99,Female,55-65,Portharcourt,Google Ads
335,downgrade,2020-09-01,BASIC,33,Female,55-65,Portharcourt,Google Ads
336,new,2020-06-01,PRO,65,Female,18-24,Abuja,Organic Search
336,upgrade,2021-07-01,MAX,109,Female,18-24,Abuja,Organic Search
336,churn,2022-02-01,MAX,119,Female,18-24,Abuja,Organic Search
336,churn,2022-05-01,MAX,119,Female,18-24,Abuja,Organic Search
337,new,2022-10-01,MAX,119,Other,55-65,Enugu,Google Ads
338,new,2022-08-01,BASIC,53,Male,18-24,Portharcourt,Facebook
339,new,2021-12-01,BASIC,43,Female,18-24,Portharcourt,Paid Search
339,churn,2022-08-01,BASIC,53,Female,18-24,Portharcourt,Paid Search
340,new,2020-01-01,BASIC,33,Male,45-54,Lagos,Google Ads
340,churn,2020-06-01,BASIC,33,Male,45-54,Lagos,Google Ads
340,churn,2020-09-01,BASIC,33,Male,45-54,Lagos,Google Ads
341,new,2022-02-01,BASIC,53,Male,18-24,Lagos,Organic Search
341,upgrade,2022-11-01,PRO,85,Male,18-24,Lagos,Organic Search
342,new,2021-12-01,BASIC,43,Female,25-34,Portharcourt,Paid Search
343,new,2020-08-01,MAX,99,Female,45-54,Abuja,Google Ads
343,downgrade,2022-03-01,BASIC,53,Female,45-54,Abuja,Google Ads
344,new,2022-04-01,MAX,119,Other,25-34,Portharcourt,Unknown
344,downgrade,2022-10-01,PRO,85,Other,25-34,Portharcourt,Unknown
345,new,2020-11-01,PRO,65,Other,45-54,Abuja,Organic Search
345,churn,2021-11-01,PRO,75,Other,45-54,Abuja,Organic Search
346,new,2021-12-01,BASIC,43,Female,25-34,Lagos,Facebook
347,new,2020-06-01,PRO,65,Female,18-24,Lagos,Paid Search
347,upgrade,2021-07-01,MAX,109,Female,18-24,Lagos,Paid Search
348,new,2020-09-01,BASIC,33,Female,18-24,Portharcourt,Unknown
348,upgrade,2021-03-01,PRO,75,Female,18-24,Portharcourt,Unknown
349,new,2020-12-01,BASIC,33,Other,35-44,Lagos,Facebook
350,new,2022-12-01,BASIC,53,Female,45-54,Enugu,Facebook
351,new,2020-12-01,MAX,99,Female,45-54,Lagos,Facebook
351,downgrade,2021-03-01,PRO,75,Female,45-54,Lagos,Facebook
352,new,2020-08-01,BASIC,33,Female,25-34,Portharcourt,Facebook
353,new,2021-12-01,BASIC,43,Female,25-34,Lagos,Facebook
353,churn,2022-04-01,BASIC,53,Female,25-34,Lagos,Facebook
354,new,2020-04-01,MAX,99,Female,18-24,Lagos,Facebook
354,downgrade,2021-09-01,PRO,75,Female,18-24,Lagos,Facebook
354,churn,2022-06-01,PRO,85,Female,18-24,Lagos,Facebook
355,new,2020-02-01,BASIC,33,Female,35-44,Enugu,Facebook
355,upgrade,2021-03-01,MAX,109,Female,35-44,Enugu,Facebook
356,new,2022-02-01,PRO,85,Male,55-65,Portharcourt,Organic Search
356,downgrade,2022-08-01,BASIC,53,Male,55-65,Portharcourt,Organic Search
357,new,2021-01-01,PRO,75,Female,25-34,Enugu,Google Ads
357,downgrade,2022-09-01,BASIC,53,Female,25-34,Enugu,Google Ads
358,new,2020-03-01,PRO,65,Male,35-44,Lagos,Tv
358,upgrade,2021-04-01,MAX,109,Male,35-44,Lagos,Tv
358,churn,2021-08-01,MAX,109,Male,35-44,Lagos,Tv
359,new,2020-11-01,MAX,99,Female,55-65,Portharcourt,Facebook
359,downgrade,2021-09-01,PRO,75,Female,55-65,Portharcourt,Facebook
360,new,2020-08-01,BASIC,33,Male,55-65,Portharcourt,Facebook
360,churn,2021-03-01,BASIC,43,Male,55-65,Portharcourt,Facebook
361,new,2020-07-01,BASIC,33,Male,25-34,Lagos,Facebook
361,upgrade,2021-09-01,PRO,75,Male,25-34,Lagos,Facebook
362,new,2020-07-01,MAX,99,Female,45-54,Lagos,Google Ads
362,downgrade,2021-09-01,PRO,75,Female,45-54,Lagos,Google Ads
363,new,2020-11-01,PRO,65,Female,55-65,Lagos,Organic Search
363,downgrade,2022-05-01,BASIC,53,Female,55-65,Lagos,Organic Search
364,new,2021-11-01,PRO,75,Other,18-24,Portharcourt,Facebook
365,new,2020-05-01,BASIC,33,Female,55-65,Enugu,Facebook
365,upgrade,2021-07-01,PRO,75,Female,55-65,Enugu,Facebook
365,churn,2022-01-01,PRO,85,Female,55-65,Enugu,Facebook
366,new,2020-07-01,MAX,99,Female,45-54,Enugu,Google Ads
366,downgrade,2021-06-01,BASIC,43,Female,45-54,Enugu,Google Ads
367,new,2021-01-01,BASIC,43,Male,45-54,Portharcourt,Google Ads
368,new,2022-12-01,PRO,85,Other,18-24,Enugu,Paid Search
369,new,2022-10-01,BASIC,53,Male,55-65,Enugu,Facebook
370,new,2020-11-01,PRO,65,Male,35-44,Enugu,Google Ads
370,downgrade,2021-06-01,BASIC,43,Male,35-44,Enugu,Google Ads
371,new,2022-03-01,PRO,85,Female,45-54,Lagos,Google Ads
372,new,2021-03-01,PRO,75,Female,35-44,Lagos,Paid Search
372,downgrade,2021-09-01,BASIC,43,Female,35-44,Lagos,Paid Search
373,new,2021-11-01,MAX,109,Male,45-54,Abuja,Google Ads
373,downgrade,2022-10-01,PRO,85,Male,45-54,Abuja,Google Ads
374,new,2022-05-01,MAX,119,Other,25-34,Enugu,Google Ads
375,new,2020-07-01,BASIC,33,Male,18-24,Abuja,Paid Search
375,churn,2020-12-01,BASIC,33,Male,18-24,Abuja,Paid Search
376,new,2020-04-01,MAX,99,Female,55-65,Enugu,Paid Search
376,downgrade,2021-03-01,BASIC,43,Female,55-65,Enugu,Paid Search
377,new,2020-10-01,PRO,65,Female,45-54,Enugu,Organic Search
377,upgrade,2022-04-01,MAX,119,Female,45-54,Enugu,Organic Search
378,new,2020-01-01,PRO,65,Male,18-24,Lagos,Bing
378,churn,2020-12-01,PRO,65,Male,18-24,Lagos,Bing
379,new,2022-10-01,BASIC,53,Female,18-24,Lagos,Facebook
380,new,2020-08-01,MAX,99,Female,35-44,Portharcourt,Organic Search
380,downgrade,2021-06-01,PRO,75,Female,35-44,Portharcourt,Organic Search
380,churn,2022-04-01,PRO,85,Female,35-44,Portharcourt,Organic Search
381,new,2022-05-01,MAX,119,Female,55-65,Portharcourt,Paid Search
382,new,2021-08-01,PRO,75,Male,45-54,Enugu,Organic Search
382,downgrade,2022-09-01,BASIC,53,Male,45-54,Enugu,Organic Search
383,new,2021-10-01,PRO,75,Male,45-54,Enugu,Organic Search
383,churn,2022-06-01,PRO,85,Male,45-54,Enugu,Organic Search
384,new,2022-12-01,PRO,85,Male,25-34,Lagos,Paid Search
385,new,2021-12-01,MAX,109,Female,35-44,Portharcourt,Google Ads
386,new,2021-08-01,BASIC,43,Other,55-65,Enugu,Unknown
387,new,2022-09-01,PRO,85,Female,25-34,Enugu,Google Ads
388,new,2022-03-01,PRO,85,Male,45-54,Enugu,Display
388,upgrade,2022-06-01,MAX,119,Male,45-54,Enugu,Display
389,new,2021-04-01,MAX,109,Male,18-24,Lagos,Google Ads
389,downgrade,2022-01-01,PRO,85,Male,18-24,Lagos,Google Ads
390,new,2021-06-01,PRO,75,Female,25-34,Lagos,Unknown
390,downgrade,2022-07-01,BASIC,53,Female,25-34,Lagos,Unknown
391,new,2021-10-01,PRO,75,Female,25-34,Portharcourt,Facebook
391,upgrade,2022-11-01,MAX,119,Female,25-34,Portharcourt,Facebook
392,new,2021-11-01,BASIC,43,Female,18-24,Lagos,Organic Search
393,new,2021-11-01,BASIC,43,Male,55-65,Enugu,Display
394,new,2020-11-01,PRO,65,Female,35-44,Enugu,Google Ads
394,downgrade,2021-09-01,BASIC,43,Female,35-44,Enugu,Google Ads
395,new,2021-03-01,BASIC,43,Female,18-24,Enugu,Facebook
395,upgrade,2021-12-01,PRO,75,Female,18-24,Enugu,Facebook
396,new,2021-11-01,BASIC,43,Male,18-24,Lagos,Google Ads
397,new,2021-05-01,BASIC,43,Female,25-34,Lagos,Unknown
398,new,2020-05-01,BASIC,33,Female,18-24,Portharcourt,Facebook
398,churn,2020-09-01,BASIC,33,Female,18-24,Portharcourt,Facebook
399,new,2020-08-01,PRO,65,Female,25-34,Portharcourt,Google Ads
399,upgrade,2022-09-01,MAX,119,Female,25-34,Portharcourt,Google Ads
400,new,2022-05-01,PRO,85,Male,45-54,Enugu,Google Ads
401,new,2022-10-01,BASIC,53,Other,45-54,Enugu,Unknown
402,new,2020-08-01,PRO,65,Female,55-65,Enugu,Unknown
402,downgrade,2021-10-01,BASIC,43,Female,55-65,Enugu,Unknown
403,new,2022-04-01,PRO,85,Other,35-44,Portharcourt,Google Ads
403,upgrade,2022-09-01,MAX,119,Other,35-44,Portharcourt,Google Ads
404,new,2022-04-01,PRO,85,Male,18-24,Abuja,Google Ads
404,churn,2022-09-01,PRO,85,Male,18-24,Abuja,Google Ads
405,new,2022-10-01,PRO,85,Female,25-34,Enugu,Google Ads
406,new,2022-09-01,PRO,85,Female,55-65,Portharcourt,Google Ads
406,downgrade,2022-11-01,BASIC,53,Female,55-65,Portharcourt,Google Ads
407,new,2022-10-01,PRO,85,Male,25-34,Abuja,Google Ads
408,new,2021-09-01,BASIC,43,Male,45-54,Abuja,Paid Search
408,upgrade,2022-05-01,PRO,85,Male,45-54,Abuja,Paid Search
408,churn,2022-08-01,BASIC,53,Male,45-54,Abuja,Paid Search
409,new,2021-09-01,BASIC,43,Female,25-34,Abuja,Google Ads
409,upgrade,2022-01-01,MAX,119,Female,25-34,Abuja,Google Ads
410,new,2020-08-01,BASIC,33,Male,45-54,Enugu,Display
410,upgrade,2021-02-01,MAX,109,Male,45-54,Enugu,Display
411,new,2022-01-01,PRO,85,Male,45-54,Enugu,Organic Search
411,downgrade,2022-06-01,BASIC,53,Male,45-54,Enugu,Organic Search
412,new,2022-04-01,BASIC,53,Female,25-34,Lagos,Google Ads
413,new,2020-02-01,PRO,65,Male,45-54,Enugu,Facebook
413,churn,2020-12-01,PRO,65,Male,45-54,Enugu,Facebook
414,new,2021-05-01,BASIC,43,Female,25-34,Lagos,Organic Search
415,new,2020-12-01,BASIC,33,Other,25-34,Portharcourt,Paid Search
415,upgrade,2021-11-01,PRO,75,Other,25-34,Portharcourt,Paid Search
415,churn,2022-06-01,PRO,85,Other,25-34,Portharcourt,Paid Search
416,new,2022-12-01,BASIC,53,Female,55-65,Enugu,Tv
417,new,2022-12-01,PRO,85,Female,55-65,Lagos,Google Ads
418,new,2022-08-01,BASIC,53,Male,35-44,Lagos,Facebook
419,new,2020-10-01,BASIC,33,Male,25-34,Portharcourt,Tv
420,new,2022-06-01,BASIC,53,Female,18-24,Lagos,Facebook
420,upgrade,2022-10-01,MAX,119,Female,18-24,Lagos,Facebook
421,new,2022-01-01,MAX,119,Male,35-44,Enugu,Google Ads
421,downgrade,2022-09-01,PRO,85,Male,35-44,Enugu,Google Ads
422,new,2021-10-01,BASIC,43,Female,25-34,Lagos,Facebook
422,upgrade,2022-04-01,PRO,85,Female,25-34,Lagos,Facebook
423,new,2020-08-01,MAX,99,Female,25-34,Enugu,Google Ads
423,downgrade,2021-05-01,BASIC,43,Female,25-34,Enugu,Google Ads
424,new,2021-02-01,PRO,75,Female,45-54,Enugu,Paid Search
424,upgrade,2021-10-01,MAX,109,Female,45-54,Enugu,Paid Search
425,new,2020-12-01,MAX,99,Female,35-44,Enugu,Unknown
425,downgrade,2021-03-01,BASIC,43,Female,35-44,Enugu,Unknown
426,new,2021-11-01,BASIC,43,Female,45-54,Portharcourt,Paid Search
427,new,2022-01-01,MAX,119,Female,45-54,Abuja,Google Ads
427,downgrade,2022-06-01,PRO,85,Female,45-54,Abuja,Google Ads
428,new,2022-04-01,MAX,119,Other,18-24,Enugu,Facebook
429,new,2021-02-01,MAX,109,Female,25-34,Lagos,Facebook
429,downgrade,2021-03-01,PRO,75,Female,25-34,Lagos,Facebook
430,new,2020-06-01,PRO,65,Male,25-34,Enugu,Tv
430,upgrade,2022-06-01,MAX,119,Male,25-34,Enugu,Tv
431,new,2020-01-01,BASIC,33,Female,45-54,Portharcourt,Unknown
431,upgrade,2022-04-01,MAX,119,Female,45-54,Portharcourt,Unknown
432,new,2020-08-01,PRO,65,Female,25-34,Enugu,Google Ads
432,downgrade,2022-03-01,BASIC,53,Female,25-34,Enugu,Google Ads
433,new,2021-10-01,PRO,75,Male,35-44,Lagos,Facebook
433,upgrade,2022-02-01,MAX,119,Male,35-44,Lagos,Facebook
434,new,2020-11-01,BASIC,33,Female,18-24,Lagos,Facebook
